execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
26,2023-05-24 10:56:37.068045,0,0,0
26,2023-05-24 10:56:37.099977,0,0,0
26,2023-05-24 10:56:37.131789,0,0,0
25,2023-05-24 10:56:37.163110,0,0,0
24,2023-05-24 10:56:37.194247,0,0,0
26,2023-05-24 10:56:37.225952,0,0,0
25,2023-05-24 10:56:37.257323,0,0,0
26,2023-05-24 10:56:37.289993,0,0,0
26,2023-05-24 10:56:37.323067,0,0,0
23,2023-05-24 10:56:37.352401,0,0,0
21,2023-05-24 10:56:37.379339,0,0,0
24,2023-05-24 10:56:37.408603,0,0,0
24,2023-05-24 10:56:37.439559,0,0,0
26,2023-05-24 10:56:37.471366,0,0,0
26,2023-05-24 10:56:37.504219,0,0,0
26,2023-05-24 10:56:37.536752,0,0,0
26,2023-05-24 10:56:37.569634,0,0,0
24,2023-05-24 10:56:37.599157,0,0,0
23,2023-05-24 10:56:37.627870,0,0,0
24,2023-05-24 10:56:37.656593,0,0,0
26,2023-05-24 10:56:37.688007,0,0,0
54,2023-05-24 10:56:37.748558,0,0,0
26,2023-05-24 10:56:37.781566,0,0,0
24,2023-05-24 10:56:37.812083,0,0,0
24,2023-05-24 10:56:37.842549,0,0,0
24,2023-05-24 10:56:37.873001,0,0,0
28,2023-05-24 10:56:37.907974,0,0,0
28,2023-05-24 10:56:37.942702,0,0,0
26,2023-05-24 10:56:37.975335,0,0,0
26,2023-05-24 10:56:38.007649,0,0,0
28,2023-05-24 10:56:38.042300,0,0,0
26,2023-05-24 10:56:38.075002,0,0,0
24,2023-05-24 10:56:38.106075,0,0,0
25,2023-05-24 10:56:38.137131,0,0,0
26,2023-05-24 10:56:38.170651,0,0,0
23,2023-05-24 10:56:38.200569,0,0,0
23,2023-05-24 10:56:38.230405,0,0,0
26,2023-05-24 10:56:38.262121,0,0,0
23,2023-05-24 10:56:38.292304,0,0,0
26,2023-05-24 10:56:38.324643,0,0,0
26,2023-05-24 10:56:38.357464,0,0,0
26,2023-05-24 10:56:38.390187,0,0,0
26,2023-05-24 10:56:38.422738,0,0,0
23,2023-05-24 10:56:38.452456,0,0,0
26,2023-05-24 10:56:38.484974,0,0,0
24,2023-05-24 10:56:38.515198,0,0,0
25,2023-05-24 10:56:38.546874,0,0,0
26,2023-05-24 10:56:38.579434,0,0,0
26,2023-05-24 10:56:38.611829,0,0,0
29,2023-05-24 10:56:38.647281,0,0,0
28,2023-05-24 10:56:38.694450,0,0,0
24,2023-05-24 10:56:38.725315,0,0,0
26,2023-05-24 10:56:38.757749,0,0,0
26,2023-05-24 10:56:38.790645,0,0,0
26,2023-05-24 10:56:38.823178,0,0,0
26,2023-05-24 10:56:38.855492,0,0,0
28,2023-05-24 10:56:38.890625,0,0,0
28,2023-05-24 10:56:38.925938,0,0,0
34,2023-05-24 10:56:38.967318,0,0,0
29,2023-05-24 10:56:39.009617,0,0,0
32,2023-05-24 10:56:39.047387,0,0,0
26,2023-05-24 10:56:39.079689,0,0,0
23,2023-05-24 10:56:39.109196,0,0,0
23,2023-05-24 10:56:39.139421,0,0,0
23,2023-05-24 10:56:39.168919,0,0,0
23,2023-05-24 10:56:39.199175,0,0,0
21,2023-05-24 10:56:39.226235,0,0,0
25,2023-05-24 10:56:39.258050,0,0,0
26,2023-05-24 10:56:39.289915,0,0,0
26,2023-05-24 10:56:39.322661,0,0,0
24,2023-05-24 10:56:39.353747,0,0,0
26,2023-05-24 10:56:39.386461,0,0,0
26,2023-05-24 10:56:39.419064,0,0,0
26,2023-05-24 10:56:39.451260,0,0,0
26,2023-05-24 10:56:39.484503,0,0,0
26,2023-05-24 10:56:39.517580,0,0,0
29,2023-05-24 10:56:39.552830,0,0,0
28,2023-05-24 10:56:39.587300,0,0,0
28,2023-05-24 10:56:39.631300,0,0,0
28,2023-05-24 10:56:39.666600,0,0,0
29,2023-05-24 10:56:39.701916,0,0,0
29,2023-05-24 10:56:39.737967,0,0,0
28,2023-05-24 10:56:39.781679,0,0,0
28,2023-05-24 10:56:39.815942,0,0,0
34,2023-05-24 10:56:39.856612,0,0,0
30,2023-05-24 10:56:39.892105,0,0,0
31,2023-05-24 10:56:39.928471,0,0,0
28,2023-05-24 10:56:39.961943,0,0,0
28,2023-05-24 10:56:39.996402,0,0,0
37,2023-05-24 10:56:40.040332,0,0,0
32,2023-05-24 10:56:40.089125,0,0,0
48,2023-05-24 10:56:40.144520,0,0,0
30,2023-05-24 10:56:40.198524,0,0,0
46,2023-05-24 10:56:40.257341,0,0,0
45,2023-05-24 10:56:40.311370,0,0,0
64,2023-05-24 10:56:40.386645,0,0,0
66,2023-05-24 10:56:40.464593,0,0,0
45,2023-05-24 10:56:40.529035,0,0,0
74,2023-05-24 10:56:40.612980,0,0,0
33,2023-05-24 10:56:40.654489,0,0,0
58,2023-05-24 10:56:40.729517,0,0,0
